Address,Sold Price,Type,Year built,Heating,Cooling,Parking,Bedrooms,Bathrooms,Elementary School Score,Elementary School Distance,Middle School Score,Middle School Distance,High School Score,High School Distance,Appliances included,Laundry features,Zip,Neighborhood
4420 Richard Dr,655000.0,SingleFamily,1966.0,Central,See Remarks,Garage,4,2.0,,,,,,,,In Kitchen,90032,El Sereno
1345 N Hayworth Ave APT 2,815000.0,Condo,1929.0,,,"Gated, Tandem, Assigned",3,2.0,7.0,0.8,3.0,1.7,7.0,0.8,"Dishwasher, Refrigerator",Community,90046,Hollywood Hills
4110 Verdugo View Dr,1090000.0,SingleFamily,1938.0,,"Wall/Window Unit(s), Electric","Carport, Attached Carport, Direct Access, Driveway, Concrete, Paved, Driveway Up Slope From Street, Garage, Garage Faces Front, Garage - Single Door, RV Access/Parking, Workshop in Garage",3,2.0,5.0,0.5,,,7.0,1.6,,"In Garage, Laundry Room",90065,Glassell Park
2369 S Beverly Glen Blvd UNIT 204,941000.0,Condo,1983.0,Central,Central Air,Community Structure,2,3.0,9.0,0.8,,,6.0,2.7,Built-In,,90064,Rancho Park
3055 Vineyard Ave,1060000.0,SingleFamily,1927.0,,Central Air,,3,3.0,5.0,0.5,3.0,1.6,2.0,0.3,,Inside,90016,West Adams
1032 W 125th St,600000.0,SingleFamily,1953.0,Central,Central Air,"Covered, Driveway, Concrete, Driveway Level, RV Potential",4,2.0,3.0,0.3,4.0,1.0,2.0,1.3,"Gas Range, Microwave","In Kitchen, Inside",90044,South Los Angeles
4500 Don Tonito Dr,1800000.0,SingleFamily,1959.0,Central,,Garage - Three Door,4,4.0,3.0,0.6,2.0,1.5,2.0,1.2,,,90008,Baldwin Hills
1849 W Martin Luther King Jr Blvd,1195000.0,Apartment,1922.0,"Forced air, Gas",,0 spaces,2,1.0,2.0,0.3,,,,,"Dryer, Washer",In Unit,90062,South Los Angeles
10832 Gorman Ave,430000.0,SingleFamily,1923.0,,,"Garage, Garage - Single Door",3,2.0,5.0,0.2,3.0,1.0,,,,"Common Area, Outside",90059,Willowbrook
710 E 107th St,445000.0,SingleFamily,2013.0,See Remarks,See Remarks,"Driveway, Garage",2,1.0,2.0,0.2,2.0,0.6,,,,"Laundry Closet, Inside",90002,Watts
8517 Appian Way,1225000.0,SingleFamily,1956.0,"Central, Forced Air","Central Air, Electric","Carport, Driveway - Combination, Driveway",4,3.0,9.0,0.4,3.0,2.9,7.0,2.0,"Dishwasher, Disposal, Refrigerator, Microwave, Oven, Dryer","Inside, Laundry Room",90046,Hollywood Hills
462 N Orlando Ave,2260000.0,SingleFamily,1925.0,Forced Air,Central Air,"Driveway, Gated",4,3.0,4.0,0.2,3.0,2.3,7.0,0.8,"Dishwasher, Disposal, Refrigerator, Oven, Washer, Dryer","Inside, Stackable",90048,Beverly Grove
5615 Coliseum St,1142000.0,SingleFamily,1950.0,Central,Central Air,"Driveway, Detached Carport, Garage - Two Door, Private",3,4.0,6.0,0.3,2.0,2.5,2.0,1.4,"Dishwasher, Microwave",Laundry Room,90016,West Adams
606 N Martel Ave,2130000.0,SingleFamily,1924.0,Central,Central Air,"Garage - Single Door, Driveway",3,3.0,3.0,0.8,,,7.0,0.6,"Dishwasher, Disposal, Microwave, Refrigerator, Washer, Dryer",Laundry Closet,90036,Fairfax
1311 Helen Dr,635000.0,SingleFamily,1941.0,Wall Furnace,,Garage,4,2.0,6.0,0.2,5.0,1.6,4.0,1.3,,Inside,90063,City Terrace
2319 S Cloverdale Ave,800000.0,SingleFamily,1922.0,Central,Wall/Window Unit(s),Garage,3,2.0,5.0,0.3,3.0,1.9,2.0,1.1,Gas Range,Inside,90016,West Adams
7614 Truxton Ave,2010000.0,SingleFamily,1948.0,Central,Central Air,"Driveway, Garage - Two Door",4,4.0,5.0,0.3,,,,,"Dishwasher, Disposal, Microwave, Refrigerator, Washer, Dryer",Laundry Room,90045,Westchester
10510 Woodfield Ct,3287972.0,SingleFamily,1977.0,Central,Central Air,Garage - Three Door,6,5.0,9.0,0.9,,,6.0,5.0,,,90077,Bel-Air
2237 S Bentley Ave APT 201,829000.0,Condo,1991.0,Central,Central Air,"Assigned, Tandem",2,2.0,9.0,0.6,,,6.0,1.6,"Dishwasher, Disposal, Microwave, Refrigerator, Dryer",,90064,Rancho Park
2220 Avenue Of The Stars UNIT 503,789000.0,Condo,1964.0,Central,Central Air,"Assigned, Guest, Valet",1,1.0,9.0,1.4,,,6.0,3.3,"Dishwasher, Disposal, Refrigerator, Washer, Dryer",,90067,Century City
3542 Moore St,1900000.0,SingleFamily,1948.0,Central,,"Attached Carport, Garage - Two Door, Private",4,2.0,7.0,0.2,4.0,0.4,6.0,0.5,"Dishwasher, Disposal",In Garage,90066,Mar Vista
2155 Outpost Dr,1350000.0,SingleFamily,1938.0,Central,Central Air,Garage - Attached,3,2.0,7.0,0.8,3.0,1.5,6.0,0.8,"Dishwasher, Disposal, Washer, Dryer",Inside,90068,Hollywood Hills
2001 Fox Hills Dr,2087000.0,SingleFamily,1939.0,Central,Central Air,"Driveway, Garage - Single Door, On Street, Guest, Permit Required",4,2.0,9.0,0.8,,,6.0,2.7,"Dishwasher, Disposal, Microwave, Refrigerator, Oven, Range, Range Hood, Gas Cooktop, Washer, Dryer",In Garage,90025,West Los Angeles
2116 Country Hill Ln,2720000.0,SingleFamily,1990.0,Central,Central Air,"Garage, Private, Direct Access",4,5.0,9.0,2.1,7.0,3.1,8.0,4.6,"Dishwasher, Refrigerator, Washer, Dryer","Laundry Room, Inside",90049,Brentwood
1523 W 70th St,450000.0,SingleFamily,1922.0,,,"Concrete, Garage - Single Door",3,2.0,3.0,0.5,2.0,0.9,2.0,1.1,,Outside,90047,South Los Angeles
12610 Bonaparte Ave,1795000.0,SingleFamily,2003.0,Central,Central Air,"Attached Carport, Controlled Entrance, Direct Access, Garage Door Opener",4,5.0,6.0,0.4,2.0,0.3,6.0,1.3,"Dishwasher, Oven, Gas Oven, Range Hood, Range, Gas Cooktop","Laundry Closet, Upper Level, Stackable",90066,Mar Vista
4812 Algoma Ave,740000.0,SingleFamily,1938.0,"Natural Gas, Floor Furnace",,"Concrete, Garage - Single Door",2,1.0,8.0,0.5,,,7.0,0.0,"Microwave, Gas Cooking, Water Heater, Refrigerator, Dryer, Washer",Inside,90041,Eagle Rock
3333 Primera Ave APT B,715000.0,Townhouse,1981.0,Central,Central Air,Underground,2,3.0,8.0,0.4,3.0,2.7,6.0,2.0,"Dishwasher, Disposal, Refrigerator, Washer, Dryer",Upper Level,90068,Hollywood Hills
500 S Berendo St APT 103,462000.0,Condo,1992.0,Central,Central Air,Tandem,1,1.0,,,,,,,"Dishwasher, Disposal, Microwave, Range Hood, Gas Oven, Washer, Dryer",,90020,Wilshire Center
2448 Pesquera Dr,3650000.0,SingleFamily,2015.0,Central,Central Air,Garage - Two Door,5,6.0,9.0,1.3,7.0,1.7,8.0,2.5,"Barbecue, Dishwasher, Refrigerator, Washer",Inside,90049,Brentwood
4420 W 62nd St,1050000.0,SingleFamily,1939.0,Central,Central Air,"Driveway, Attached Carport, On Street, None",4,5.0,2.0,0.8,2.0,2.2,,,"Dishwasher, Disposal, Microwave, Refrigerator, Washer, Dryer",Stackable,90043,View Park-Windsor Hills
7100 Alvern St APT 222,649000.0,Condo,2010.0,,Central Air,Garage,2,2.0,5.0,0.9,,,,,,"Gas Dryer Hookup, Laundry Closet, Washer Hookup",90045,Westchester
2131 Century Park Ln APT 206,878000.0,Condo,1986.0,Central,Central Air,"Community Structure, Controlled Entrance, Assigned, Tandem",2,2.0,9.0,1.3,,,6.0,3.2,"Dishwasher, Disposal, Microwave, Refrigerator, Electric Oven, Washer, Dryer",,90067,Century City
843 N Martel Ave APT 5,907000.0,Condo,1988.0,Central,Central Air,"Assigned, Tandem Covered",3,3.0,3.0,0.7,,,7.0,0.6,"Dishwasher, Gas Range, Microwave, Refrigerator","Laundry Room, Inside",90046,Hollywood Hills
1957 Sunny Heights Dr,860000.0,SingleFamily,1964.0,,"Central Air, Gas","Garage, Garage Faces Front",3,3.0,7.0,0.6,6.0,2.8,,,"Built-In Range, Dishwasher, Double Oven, Gas Cooktop, Range Hood",In Garage,90065,Glassell Park
528 N San Vicente Blvd,2925000.0,SingleFamily,1995.0,"Central, Forced Air",Central Air,"Attached Carport, Driveway",3,3.0,4.0,0.5,7.0,3.0,7.0,1.4,"Dishwasher, Disposal, Microwave, Refrigerator, Vented Exhaust Fan, Gas Cooktop, Electric Oven, Range Hood",,90048,Beverly Grove
3559 Casitas Ave,1059000.0,SingleFamily,2020.0,Central,"Central, Multi/Zone","Carport, Garage - Attached, Covered",3,3.0,4.0,0.4,,,,,"Dishwasher, Garbage disposal, Microwave, Refrigerator",In Closet,90039,Atwater Village
6141 Rockcliff Dr,2210000.0,SingleFamily,1931.0,Central,Central Air,Garage - Two Door,3,4.0,6.0,1.4,3.0,2.1,6.0,2.2,"Dishwasher, Microwave, Refrigerator, Washer, Dryer",Laundry Room,90068,Hollywood Hills
8002 Rayford Dr,2665000.0,SingleFamily,2006.0,Forced Air,Central Air,Garage - Two Door,4,4.0,6.0,0.3,,,6.0,2.4,"Barbecue, Dishwasher, Disposal, Microwave, Refrigerator, Vented Exhaust Fan, Washer, Dryer","Upper Level, Inside, Laundry Room",90045,Westchester
1717 Stoner Ave APT 118,1050000.0,Townhouse,1981.0,Central,Central Air,Garage - Two Door,2,3.0,5.0,0.6,3.0,1.4,6.0,0.5,"Dishwasher, Refrigerator, Gas Cooktop, Oven, Double Oven, Dryer",Laundry Room,90073,
1301 Isabel St,711000.0,SingleFamily,1923.0,,Central Air,,3,2.0,2.0,0.2,5.0,0.8,,,,Outside,90065,Glassell Park
3414 8th Ave,740000.0,SingleFamily,1911.0,Zoned,,Driveway,2,1.0,3.0,0.1,2.0,1.0,2.0,1.3,,,90018,Jefferson Park
8300 Yuma Pl,1175000.0,SingleFamily,1961.0,,,"Side By Side, Driveway, On Street",4,2.0,9.0,0.7,3.0,2.5,7.0,1.7,,Inside,90046,Hollywood Hills
6612 2nd Ave,462000.0,SingleFamily,1926.0,,,Garage,3,1.0,3.0,0.4,4.0,0.4,,,,In Kitchen,90043,View Park-Windsor Hills
2360 Hermits Gln,1547000.0,SingleFamily,1953.0,Central,Central Air,Detached Carport,2,2.0,9.0,0.3,3.0,3.3,7.0,2.3,"Dishwasher, Refrigerator, Gas Cooktop, Range Hood",In Kitchen,90046,Hollywood Hills
600 W 9th St APT 708,480000.0,Condo,1983.0,Central,Central Air,"Assigned, Controlled Entrance, Garage Door Opener, Guest",1,1.0,2.0,0.8,3.0,0.8,3.0,1.0,"Dishwasher, Microwave",Laundry Closet,90015,South Park
626 N Las Palmas Ave,3090000.0,SingleFamily,1925.0,Central,Central Air,Garage - Two Door,3,4.0,8.0,0.8,3.0,0.3,7.0,1.5,"Dishwasher, Disposal, Microwave, Refrigerator, Washer, Dryer",Laundry Room,90004,Hancock Park
5601 W 77th St,1025000.0,SingleFamily,1951.0,Central,Central Air,"RV Gated, RV Potential, Side By Side, Garage - Two Door, Concrete",2,1.0,5.0,0.6,,,,,"Dishwasher, Disposal, Refrigerator, Washer, Dryer",Inside,90045,Westchester
2322 Cheryl Pl,5850000.0,SingleFamily,2017.0,Central,Central Air,Garage - Two Door,5,7.0,9.0,1.2,7.0,1.6,8.0,2.4,"Barbecue, Dishwasher, Disposal, Microwave, Refrigerator, Washer, Dryer",Upper Level,90049,Brentwood
1155 S Grand Ave APT 306,995000.0,Condo,2008.0,Central,Central Air,"Community Structure, Controlled Entrance",2,2.0,,,3.0,1.0,3.0,1.3,"Dishwasher, Disposal, Microwave, Refrigerator, Vented Exhaust Fan, Washer, Dryer",Laundry Room,90015,South Park
12557 The Vista,1610000.0,Condo,1981.0,"Central, Forced Air",Central Air,"Direct Access, Garage Door Opener, Driveway, Garage - Two Door, Side By Side, Private",2,3.0,9.0,2.2,7.0,3.2,8.0,4.5,"Dishwasher, Disposal, Refrigerator","Laundry Room, Inside",90049,Brentwood
1506 S Bentley Ave APT 202,925000.0,Condo,1974.0,Central,Central Air,"Community Structure, Side By Side",2,2.0,9.0,1.0,,,6.0,1.0,"Disposal, Refrigerator, Vented Exhaust Fan, Washer, Dryer",,90073,
209 S Irving Blvd,4431600.0,SingleFamily,1922.0,Central,Central Air,"Driveway, Garage - Single Door",4,5.0,8.0,1.0,7.0,1.2,7.0,2.7,"Dishwasher, Disposal, Refrigerator, Trash Compactor, Washer, Dryer",Laundry Room,90004,Hancock Park
11416 Mccune Ave,1324000.0,SingleFamily,1966.0,Central,,Garage,3,2.0,6.0,0.8,3.0,1.4,6.0,1.6,"Dishwasher, Disposal, Refrigerator, Washer, Dryer",,90066,Mar Vista
1725 Westmoreland Blvd,1310000.0,SingleFamily,1907.0,"Central, Forced Air",,Garage - Two Door,5,3.0,2.0,0.5,5.0,0.7,4.0,1.1,"Dishwasher, Disposal, Microwave, Refrigerator",Laundry Closet,90006,Pico-Union
400 S Barrington Ave APT 302,1248000.0,Condo,2008.0,Central,Central Air,"Assigned, Guest, Tandem, Community Structure, Gated",2,3.0,9.0,1.5,7.0,1.8,6.0,1.1,"Dishwasher, Disposal, Microwave, Refrigerator, Gas Cooktop, Range Hood, Oven, Washer, Dryer",,90073,
1255 N Harper Ave APT 12,383000.0,Condo,1960.0,,Wall/Window Unit(s),"Assigned, Auto Driveway Gate, Built-In Storage, Controlled Entrance, Garage Door Opener, Parking Space",0,1.0,3.0,0.5,,,7.0,0.9,"Dishwasher, Disposal, Microwave, Refrigerator","Community, Laundry Room",90046,Hollywood Hills
4860 Westhaven St,765000.0,SingleFamily,1928.0,"Wall Furnace, Natural Gas",,Garage,2,1.0,5.0,0.6,3.0,1.7,2.0,0.4,"Dishwasher, Disposal, Gas Oven, Gas Cooktop, Gas Water Heater, Microwave, Recirculated Exhaust Fan","Gas Dryer Hookup, In Kitchen, Washer Hookup",90016,West Adams
1101 W 67th St,520000.0,MultiFamily,1926.0,Central,Central,Covered,2,2.0,,,2.0,0.5,2.0,0.6,,,90044,South Los Angeles
2039 W 65th Pl,505000.0,SingleFamily,1925.0,Central,,Driveway,3,1.0,,,,,,,"Dishwasher, Microwave, Oven, Dryer",In Kitchen,90047,South Los Angeles
1228 S Berendo St,900000.0,SingleFamily,1903.0,,,Driveway Down Slope From Street,3,2.0,3.0,0.4,3.0,0.1,4.0,0.6,,"Laundry Room, Inside",90006,Pico-Union
1426 1426 W 95th St #2,550000.0,MultiFamily,1925.0,"Wall, Central",,Covered,4,2.0,1.0,0.6,4.0,1.8,2.0,0.8,"Dishwasher, Dryer, Garbage disposal, Microwave",Room,90047,South Los Angeles
5143 Escalon Ave,1750000.0,SingleFamily,1941.0,Central,Central Air,"Driveway, Garage - Two Door",4,4.0,,,2.0,1.3,,,"Dishwasher, Microwave, Refrigerator",Laundry Room,90043,View Park-Windsor Hills
8800 Wonderland Ave,1065000.0,SingleFamily,1963.0,Central,Central Air,"Direct Access, Driveway, Garage",2,2.0,9.0,0.4,3.0,3.4,7.0,2.4,"Dishwasher, Gas Oven, Gas Cooktop, Refrigerator",In Garage,90046,Hollywood Hills
312 W 5th St APT 1112,573800.0,Condo,1923.0,Wall Furnace,,"Underground, Valet",1,1.0,,,3.0,1.2,3.0,1.1,"Dishwasher, Disposal, Microwave, Refrigerator, Oven, Range",,90013,Little Tokyo
2322 Glover Pl,715000.0,SingleFamily,1924.0,,,,1,1.0,7.0,0.2,,,,,,Outside,90031,Lincoln Heights
522 Toledo St,527000.0,SingleFamily,1922.0,"Central, Natural Gas",Central Air,,1,1.0,5.0,0.3,,,7.0,0.6,,"Gas Dryer Hookup, Laundry Closet, Inside, Stackable",90042,Highland Park
345 S Alexandria Ave APT 304,270000.0,Condo,1989.0,Central,Central Air,Assigned,1,1.0,4.0,0.5,5.0,0.6,3.0,2.2,"Refrigerator, Dishwasher",Community,90020,Wilshire Center
10531 Ashton Ave APT 202,872000.0,Condo,1984.0,Central,Central Air,"Assigned, Controlled Entrance, Covered, Tandem",2,3.0,9.0,0.2,,,6.0,2.1,"Dishwasher, Disposal, Microwave, Trash Compactor, Vented Exhaust Fan, Gas Cooktop, Oven, Washer, Dryer",,90024,Westwood
366 N Edinburgh Ave,2035000.0,SingleFamily,1926.0,Central,Central Air,"Detached Carport, Garage - Two Door, Private, Side By Side",3,3.0,3.0,0.6,,,7.0,0.4,"Dishwasher, Disposal, Refrigerator, Water Purifier, Convection Oven, Gas Cooktop, Double Oven, Built-In, Washer, Dryer",In Kitchen,90048,Beverly Grove
3666 5th Ave,655000.0,SingleFamily,1911.0,Wall,,"Garage, Garage - Attached, Covered",3,2.0,3.0,0.4,2.0,0.8,2.0,1.5,,,90018,Jefferson Park
2038 Sanborn Ave,1695000.0,SingleFamily,1963.0,,Central Air,Garage - Attached,3,3.0,8.0,0.4,6.0,0.5,8.0,0.2,,See Remarks,90027,Los Feliz
6033 Burwood Ave,825000.0,SingleFamily,1912.0,,,Garage,3,2.0,4.0,0.1,6.0,0.6,7.0,1.0,,"Gas & Electric Dryer Hookup, In Carport",90042,Highland Park
12016 Chalon Rd,3425000.0,SingleFamily,1990.0,Central,Central Air,"Garage - Two Door, Gated",4,5.0,9.0,0.8,7.0,1.9,8.0,3.8,"Dishwasher, Refrigerator, Washer, Dryer",Laundry Room,90049,Brentwood
1855 Industrial St APT 309,1690000.0,Condo,1924.0,Central,Central Air,"Community Structure, Controlled Entrance",1,2.0,,,6.0,1.3,3.0,1.4,"Dishwasher, Disposal, Refrigerator, Vented Exhaust Fan, Washer, Dryer",Laundry Closet,90021,Arts District
6250 Hollywood Blvd UNIT 4C,945000.0,Condo,2009.0,Central,Central Air,Tandem,1,2.0,4.0,0.8,3.0,0.6,6.0,0.9,"Dishwasher, Disposal, Microwave, Refrigerator, Washer, Dryer",Stackable,90028,Hollywood
2115 Fox Hills Dr,1590000.0,SingleFamily,1937.0,Central,Central Air,"Driveway, Garage",3,3.0,9.0,0.9,,,6.0,2.7,"Dishwasher, Disposal, Refrigerator, Washer, Dryer",,90025,West Los Angeles
10701 Wilshire Blvd APT 1503,925000.0,Condo,1964.0,Forced air,Central,"Garage - Attached, Garage - Detached",2,2.0,9.0,0.6,,,6.0,1.8,"Dishwasher, Microwave, Range / Oven, Refrigerator, Washer",,90073,
801 S Longwood Ave,2505000.0,SingleFamily,1928.0,Central,,"Covered, Driveway, Garage - Three Door",5,3.0,2.0,0.4,7.0,0.2,,,"Dishwasher, Disposal, Refrigerator","Laundry Room, Inside",90005,Koreatown
1533 Princeton St APT 1,995000.0,Condo,1967.0,Forced Air,,Garage - Attached,2,2.0,8.0,0.4,8.0,1.2,8.0,1.6,"Dishwasher, Refrigerator",In Garage,90073,
3633 Lankershim Blvd,1723000.0,SingleFamily,1945.0,Central,Central Air,Driveway,4,3.0,7.0,0.7,6.0,1.6,8.0,2.3,"Dishwasher, Refrigerator, Washer, Dryer",Laundry Closet,90068,Hollywood Hills
3236 Mcmanus Ave,2295000.0,SingleFamily,2020.0,"Forced Air, Natural Gas, Central",Gas,"Detached Carport, Covered, Driveway - Combination",4,4.0,4.0,0.6,7.0,2.4,6.0,0.7,"Dishwasher, Disposal, Microwave, Refrigerator, Vented Exhaust Fan, Convection Oven, Gas Cooktop, Electric Oven, Range Hood, Washer, Dryer",Stackable,90034,Palms
3748 Hepburn Ave,905000.0,SingleFamily,1941.0,Floor Furnace,,Driveway,3,2.0,,,2.0,0.6,2.0,1.3,"Dishwasher, Disposal",Inside,90018,Jefferson Park
11918 Kiowa Ave APT 304,970000.0,Condo,1969.0,Central,Central Air,"Community Structure, Tandem",2,2.0,5.0,0.3,7.0,1.9,6.0,0.3,"Dishwasher, Disposal, Microwave, Refrigerator",,90049,Brentwood
118 Robinson St,1010000.0,SingleFamily,1912.0,Central,Central Air,Garage - Single Door,4,2.0,5.0,0.2,5.0,0.5,3.0,1.5,"Dishwasher, Disposal, Microwave",Laundry Closet,90026,Echo Park
5110 Packard St,960000.0,SingleFamily,1928.0,Central,Central Air,Concrete,2,1.0,4.0,0.5,,,4.0,1.0,"Dishwasher, Disposal, Microwave, Gas Cooktop, Oven, Washer, Dryer",,90019,Mid-City
1944 Glendon Ave APT 305,820000.0,Condo,1974.0,Central,Central Air,Garage,2,3.0,9.0,0.2,,,6.0,1.7,,Laundry Room,90073,
3351 S Beverly Dr,1139000.0,SingleFamily,1946.0,Forced Air,Central Air,"Driveway, Paved, Garage, Garage Faces Front",2,1.0,7.0,0.5,7.0,1.2,6.0,0.7,"Dishwasher, Gas Range, Range Hood, Refrigerator, Water Heater, Dryer, Washer",In Garage,90034,Palms
4822 Elmwood Ave APT 203,675000.0,Condo,2011.0,Central,Central Air,"Assigned, Community Structure",2,2.0,6.0,0.3,3.0,1.1,7.0,3.0,"Dishwasher, Disposal, Microwave, Washer, Dryer",Stackable,90004,Hancock Park
3320 Cabrillo Blvd,3800000.0,SingleFamily,1949.0,Central,See Remarks,"Garage, Driveway",3,2.0,4.0,0.5,4.0,0.7,6.0,0.9,"Disposal, Dishwasher","Inside, Laundry Room",90066,Mar Vista
5955 W 8th St APT 105,715000.0,Townhouse,1979.0,Central,Central Air,"Underground, Tandem, Controlled Entrance",2,3.0,5.0,0.6,,,7.0,1.4,"Dishwasher, Disposal, Refrigerator, Water Purifier, Built-In, Gas Oven, Range, Range Hood, Washer, Dryer","Upper Level, Inside",90036,Fairfax
1609 N Fairfax Ave,2700000.0,SingleFamily,2017.0,Central,Central Air,"Assigned, Community Structure, Controlled Entrance, Covered, Garage Door Opener, Garage - Two Door, Tandem, Valet",4,5.0,7.0,0.6,3.0,1.7,7.0,1.1,"Dishwasher, Disposal, Microwave, Refrigerator, Gas Cooktop, Range, Oven","Inside, Laundry Room",90046,Hollywood Hills
2758 Selby Ave,1650000.0,SingleFamily,1945.0,"Central, Natural Gas","Central Air, Electric",Garage - Two Door,3,2.0,9.0,0.2,7.0,0.8,6.0,1.9,"Dishwasher, Refrigerator, Gas Range, Gas Oven, Washer, Dryer",Laundry Closet,90064,Rancho Park
1900 Vine St APT 103,644000.0,Condo,1980.0,Central,Central Air,Garage,2,2.0,6.0,0.3,3.0,0.9,6.0,1.0,"Microwave, Refrigerator, Electric Range, Dishwasher","Common Area, Electric Dryer Hookup, Inside, Laundry Room",90068,Hollywood Hills
4047 Mandeville Canyon Rd,2595000.0,SingleFamily,1960.0,Central,Central Air,"Circular Driveway, Garage - Two Door",4,3.0,9.0,3.6,7.0,4.5,8.0,5.1,"Dishwasher, Disposal, Refrigerator",In Garage,90049,Brentwood
6301 Emil Ave,505000.0,SingleFamily,1975.0,Central,Central Air,Garage - Attached,4,2.0,5.0,0.5,,,3.0,0.9,,Outside,90040,
5348 Brynhurst Ave,715000.0,SingleFamily,1914.0,Wall Furnace,,"Detached Carport, Driveway",3,3.0,2.0,0.6,2.0,1.0,,,,Inside,90043,View Park-Windsor Hills
1551 99th St,479950.0,SingleFamily,2020.0,Central,,Driveway,3,3.0,3.0,0.2,3.0,0.4,,,"Gas Range, Range Hood, Refrigerator, Dryer, Washer",,90002,Watts
4129 Holly Knoll Dr,1450000.0,SingleFamily,1941.0,Central,Central Air,Garage - Attached,3,3.0,8.0,0.3,6.0,0.7,8.0,0.2,Dishwasher,Laundry Room,90027,Los Feliz
849 S Broadway #909,620000.0,Condo,1930.0,,Central Air,"Assigned, Community Structure, Covered, Garage Door Opener",1,1.0,,,3.0,1.1,3.0,1.2,"Dishwasher, Disposal, Free-Standing Range, Range",Laundry Closet,90014,Fashion District
3720 W 59th St,985000.0,SingleFamily,1936.0,Wall Furnace,Wall/Window Unit(s),"Carport, Driveway",3,2.0,2.0,0.4,2.0,1.5,,,"Dishwasher, Disposal, Refrigerator, Oven, Gas Oven",In Kitchen,90043,View Park-Windsor Hills
2311 Nottingham Ave,8203620.0,SingleFamily,1923.0,Central,Central Air,Concrete,5,8.0,,,6.0,1.5,8.0,1.5,"Barbecue, Dishwasher, Microwave","Upper Level, Laundry Room",90027,Los Feliz
1035 17th St APT 2,1495000.0,Townhouse,1991.0,Central,Central Air,"Controlled Entrance, Garage - Two Door, Private",3,3.0,9.0,0.6,8.0,0.2,8.0,1.2,"Dishwasher, Microwave, Refrigerator, Washer, Dryer",,90073,
1042 N Evergreen Ave,475000.0,SingleFamily,1916.0,Wall Furnace,,"Driveway, Concrete, Garage - Single Door",2,1.0,4.0,0.1,4.0,1.1,,,,Outside,90033,Boyle Heights
810 E 87th Pl,480000.0,SingleFamily,1937.0,Wall Furnace,,"Driveway, Concrete",4,2.0,3.0,0.5,1.0,0.8,,,"Dishwasher, Electric Range, Water Heater",Laundry Room,90002,Watts
11775 W Sunset Blvd,860000.0,Townhouse,1955.0,Radiant,Wall/Window Unit(s),,2,3.0,9.0,1.2,7.0,1.6,8.0,3.9,,"Inside, Stackable",90049,Brentwood
6424 Northside Dr,580000.0,SingleFamily,1927.0,,,Garage,3,2.0,4.0,0.1,,,5.0,1.1,,Laundry Room,90022,East Los Angeles
7290 Packwood Trl,2055000.0,SingleFamily,1958.0,Central,Central Air,"Built-In Storage, Covered, Driveway, Garage, Garage - Two Door",3,2.0,8.0,0.5,3.0,2.3,6.0,1.6,"Dishwasher, Refrigerator, Washer, Dryer",,90068,Hollywood Hills
1912 Broadway APT 207,775000.0,Condo,2008.0,Central,Central Air,"Side By Side, Assigned, Controlled Entrance",0,1.0,8.0,0.4,8.0,0.7,8.0,1.0,"Dishwasher, Refrigerator, Washer, Dryer",,90073,
1801 Stearns Dr,1720000.0,SingleFamily,1940.0,Central,Central Air,Garage - Two Door,2,2.0,4.0,0.2,3.0,3.9,6.0,1.2,"Barbecue, Dishwasher, Disposal, Microwave, Refrigerator, Washer, Dryer",In Garage,90035,Beverlywood
1214 Arlington Ave,1980000.0,SingleFamily,1922.0,"Central, Forced Air, Natural Gas",Central Air,"Driveway, Garage - Two Door, Concrete, Gravel, Gated, Private",5,6.0,,,5.0,0.2,4.0,1.1,"Dishwasher, Disposal, Microwave, Refrigerator, Vented Exhaust Fan, Gas Cooktop, Range, Washer, Dryer","Stackable, Inside",90019,Mid-City
5062 Coringa Dr,1299999.0,SingleFamily,1920.0,Central,Central Air,"Driveway, Garage - Single Door",3,2.0,5.0,0.4,,,7.0,0.6,"Dishwasher, Disposal, Refrigerator",Laundry Room,90042,Highland Park
1523 E 99th St,499000.0,SingleFamily,2020.0,Central,,"Direct Access, Driveway, Garage",3,3.0,3.0,0.2,3.0,0.4,,,,,90002,Watts
238 S Avenue 54,742500.0,MultiFamily,1933.0,,Central Air,Garage - Attached,3,3.0,1.0,0.5,,,7.0,0.7,"Gas Range, Range Hood, Refrigerator, Water Heater",Laundry Room,90042,Highland Park
4159 Barrett Rd,1200000.0,SingleFamily,1990.0,Central,Central Air,Garage - Attached,5,4.0,6.0,0.4,5.0,1.1,4.0,2.0,"Dishwasher, Freezer",Inside,90032,El Sereno
8828 Pickford St,1295000.0,SingleFamily,1926.0,Central,Central Air,"Garage - Single Door, Guest, RV Access/Parking",3,3.0,7.0,0.3,3.0,3.4,6.0,1.1,"Dishwasher, Disposal, Microwave, Refrigerator, Gas Range, Washer, Dryer",In Garage,90035,Beverlywood
5156 Raleigh St,1389000.0,SingleFamily,2020.0,Central,Central Air,Gated,3,3.0,6.0,0.1,3.0,0.8,7.0,2.8,"Disposal, Microwave, Refrigerator",Inside,90004,Hancock Park
1963 Santa Ana N,440000.0,SingleFamily,1955.0,Central,Room Refrig Air,"Garage - Attached, Covered",4,2.0,4.0,8.3,3.0,0.6,,,"Dishwasher, Garbage disposal",In Kitchen,90059,Willowbrook
